Ano;Tipo de Emenda;Autor da emenda;Número da emenda;Localidade do gasto (Regionalização);Função;Subfunção;Programa Orçamentário;Ação Orçamentária;Plano Orçamentário;Código da emenda;Valor empenhado;Valor liquidado;Valor pago;Valor Restos a Pagar Inscritos;Valor Restos a Pagar Cancelados;Valor Restos a Pagar Pagos
2022;Emenda Individual - Transferências com Finalidade Definida;ALICE PORTUGAL;12;BAHIA (UF);Educação;Ensino superior;5013 - EDUCACAO SUPERIOR - GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO;20RK - FUNCIONAMENTO DE INSTITUICOES FEDERAIS DE ENSINO SUPERIOR;FUNCIONAMENTO DE INSTITUICOES FEDERAIS DE ENSINO SUPERIOR - DESPESAS DIVERSAS;2,02213E+11;149.927,00;0;0;149.927,00;0;149.927,00
2023;Emenda Individual - Transferências com Finalidade Definida;SIDNEY LEITE;2;AMAZONAS (UF);Educação;Ensino superior;5013 - EDUCACAO SUPERIOR - GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO;8282 - REESTRUTURACAO E MODERNIZACAO DAS INSTITUICOES FEDERAIS DE ENSINO SUPERIOR;REESTRUTURACAO E MODERNIZACAO DAS INSTITUICOES FEDERAIS DE ENSINO SUPERIOR;2,02341E+11;149.934,34;73.954,08;73.644,08;21.057,26;0;55.233,00
2022;Emenda Individual - Transferências com Finalidade Definida;BENES LEOCADIO;3;RIO GRANDE DO NORTE (UF);Educação;Ensino superior;5013 - EDUCACAO SUPERIOR - GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO;8282 - REESTRUTURACAO E MODERNIZACAO DAS INSTITUICOES FEDERAIS DE ENSINO SUPERIOR;REESTRUTURACAO E MODERNIZACAO DAS INSTITUICOES FEDERAIS DE ENSINO SUPERIOR;2,02239E+11;149.937,00;0;0;244.684,00;0;55.190,00
2020;Emenda Individual - Transferências com Finalidade Definida;EDILAZIO JUNIOR;6;MARANHÃO (UF);Educação;Ensino profissional;5012 - EDUCACAO PROFISSIONAL E TECNOLOGICA;20RG - REESTRUTURACAO E MODERNIZACAO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA;REESTRUTURACAO E MODERNIZACAO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA - DESPESAS DIVERSAS;2,0204E+11;149.937,25;127.706,28;127.706,28;22.899,94;0;21.562,00
2021;Emenda Individual - Transferências com Finalidade Definida;LEANDRE;9;PARANÁ (UF);Educação;Ensino superior;5013 - EDUCACAO SUPERIOR - GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO;8282 - REESTRUTURACAO E MODERNIZACAO DAS INSTITUICOES FEDERAIS DE ENSINO SUPERIOR;REESTRUTURACAO E MODERNIZACAO DAS INSTITUICOES FEDERAIS DE ENSINO SUPERIOR;2,02137E+11;149.940,67;34.540,97;34.540,97;230.799,40;0;115.399,70
2020;Emenda Individual - Transferências com Finalidade Definida;NORMA AYUB;11;CACHOEIRO DE ITAPEMIRIM - ES;Educação;Ensino profissional;5012 - EDUCACAO PROFISSIONAL E TECNOLOGICA;20RG - REESTRUTURACAO E MODERNIZACAO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA;REESTRUTURACAO E MODERNIZACAO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA;2,02039E+11;149.958,43;129.269,43;129.269,43;20.689,00;0;20.689,00
2020;Emenda Individual - Transferências com Finalidade Definida;IDILVAN ALENCAR;3;CEARÁ (UF);Educação;Ensino superior;5013 - EDUCACAO SUPERIOR - GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO;8282 - REESTRUTURACAO E MODERNIZACAO DAS INSTITUICOES FEDERAIS DE ENSINO SUPERIOR;REESTRUTURACAO E MODERNIZACAO DAS INSTITUICOES FEDERAIS DE ENSINO SUPERIOR - DESPESAS DIVERSAS;2,02041E+11;149.975,00;0;0;149.975,00;0;149.975,00
2022;Emenda Individual - Transferências com Finalidade Definida;CACA LEAO;5;BAHIA (UF);Educação;Ensino superior;5013 - EDUCACAO SUPERIOR - GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO;8282 - REESTRUTURACAO E MODERNIZACAO DAS INSTITUICOES FEDERAIS DE ENSINO SUPERIOR;REESTRUTURACAO E MODERNIZACAO DAS INSTITUICOES FEDERAIS DE ENSINO SUPERIOR;2,02231E+11;149.978,68;83.285,00;10.500,00;182.772,36;0;96.185,00
2022;Emenda Individual - Transferências com Finalidade Definida;FABIO REIS;10;SERGIPE (UF);Educação;Ensino profissional;5012 - EDUCACAO PROFISSIONAL E TECNOLOGICA;20RL - FUNCIONAMENTO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA;FUNCIONAMENTO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA;2,0223E+11;149.981,15;0;0;149.981,15;0;149.981,15
2020;Emenda Individual - Transferências com Finalidade Definida;EMANUEL PINHEIRO NETO;1;TANGARÁ DA SERRA - MT;Educação;Educação básica;5011 - EDUCACAO BASICA DE QUALIDADE;0509 - APOIO AO DESENVOLVIMENTO DA EDUCACAO BASICA;APOIO AO DESENVOLVIMENTO DA EDUCACAO BASICA - DESPESAS DIVERSAS;2,0204E+11;149.981,99;0;0;299.963,98;0;0
2020;Emenda Individual - Transferências com Finalidade Definida;WILSON SANTIAGO;15;PARAÍBA (UF);Educação;Ensino profissional;5012 - EDUCACAO PROFISSIONAL E TECNOLOGICA;20RG - REESTRUTURACAO E MODERNIZACAO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA;REESTRUTURACAO E MODERNIZACAO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA - DESPESAS DIVERSAS;2,02013E+11;149.987,00;146.227,00;146.227,00;3.760,00;0;3.760,00
2020;Emenda Individual - Transferências com Finalidade Definida;ROBERTO PESSOA;2;MARACANAÚ - CE;Educação;Ensino profissional;5012 - EDUCACAO PROFISSIONAL E TECNOLOGICA;20RL - FUNCIONAMENTO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA;FUNCIONAMENTO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA - DESPESAS DIVERSAS;2,02033E+11;149.992,58;56.305,76;53.172,64;97.781,98;31.194,48;64.663,42
2020;Emenda Individual - Transferências com Finalidade Definida;CASSIO ANDRADE;13;BREJO GRANDE DO ARAGUAIA - PA;Educação;Educação básica;5011 - EDUCACAO BASICA DE QUALIDADE;0509 - APOIO AO DESENVOLVIMENTO DA EDUCACAO BASICA;APOIO AO DESENVOLVIMENTO DA EDUCACAO BASICA - DESPESAS DIVERSAS;2,02039E+11;149.998,60;0;0;299.997,20;0;0
2021;Emenda Individual - Transferências com Finalidade Definida;ROGERIO CORREIA;17;MINAS GERAIS (UF);Educação;Ensino superior;5013 - EDUCACAO SUPERIOR - GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO;20RK - FUNCIONAMENTO DE INSTITUICOES FEDERAIS DE ENSINO SUPERIOR;FUNCIONAMENTO DE INSTITUICOES FEDERAIS DE ENSINO SUPERIOR - DESPESAS DIVERSAS;2,02141E+11;149.999,05;0;0;299.998,10;0;149.999,05
2023;Emenda Individual - Transferências com Finalidade Definida;SIDNEY LEITE;3;AMAZONAS (UF);Educação;Ensino superior;5013 - EDUCACAO SUPERIOR - GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO;8282 - REESTRUTURACAO E MODERNIZACAO DAS INSTITUICOES FEDERAIS DE ENSINO SUPERIOR;REESTRUTURACAO E MODERNIZACAO DAS INSTITUICOES FEDERAIS DE ENSINO SUPERIOR;2,02341E+11;149.999,69;104.364,93;102.039,96;114;0;47.845,73
2020;Emenda Individual - Transferências com Finalidade Definida;ALENCAR SANTANA BRAGA;4;GUARULHOS - SP;Educação;Ensino profissional;5012 - EDUCACAO PROFISSIONAL E TECNOLOGICA;20RL - FUNCIONAMENTO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA;FUNCIONAMENTO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA;2,02039E+11;149.999,98;27.445,76;27.445,76;122.554,22;0;122.554,22
2020;Emenda Individual - Transferências com Finalidade Definida;TALIRIA PETRONE;8;RIO DE JANEIRO (UF);Educação;Ensino superior;5013 - EDUCACAO SUPERIOR - GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO;20GK - FOMENTO AS ACOES DE GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO;FOMENTO AS ACOES DE GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO - DESPESAS DIVERSAS;2,02041E+11;150.000,00;0;0;150.000,00;0;150.000,00
2021;Emenda Individual - Transferências com Finalidade Definida;ROGERIO CORREIA;15;BELO HORIZONTE - MG;Educação;Ensino superior;5013 - EDUCACAO SUPERIOR - GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO;20GK - FOMENTO AS ACOES DE GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO;FOMENTO AS ACOES DE GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO - DESPESAS DIVERSAS;2,02141E+11;150.000,00;138.750,00;0;300.000,00;0;150.000,00
2022;Emenda Individual - Transferências com Finalidade Definida;FERNANDO MONTEIRO;8;PERNAMBUCO (UF);Educação;Ensino superior;5013 - EDUCACAO SUPERIOR - GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO;8282 - REESTRUTURACAO E MODERNIZACAO DAS INSTITUICOES FEDERAIS DE ENSINO SUPERIOR;REESTRUTURACAO E MODERNIZACAO DAS INSTITUICOES FEDERAIS DE ENSINO SUPERIOR;2,02238E+11;150.000,00;87.043,10;12.998,05;137.001,95;0;137.001,95
2020;Emenda Individual - Transferências com Finalidade Definida;MARCELO FREIXO;23;RIO DE JANEIRO - RJ;Educação;Ensino superior;5013 - EDUCACAO SUPERIOR - GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO;20RK - FUNCIONAMENTO DE INSTITUICOES FEDERAIS DE ENSINO SUPERIOR;FUNCIONAMENTO DE INSTITUICOES FEDERAIS DE ENSINO SUPERIOR - DESPESAS DIVERSAS;2,02042E+11;150.000,00;150.000,00;150.000,00;0;0;0
2021;Emenda Individual - Transferências com Finalidade Definida;PADRE JOAO;1;MINAS GERAIS (UF);Educação;Ensino superior;5013 - EDUCACAO SUPERIOR - GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO;20GK - FOMENTO AS ACOES DE GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO;FOMENTO AS ACOES DE GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO - DESPESAS DIVERSAS;2,02128E+11;150.000,00;13.200,00;0;300.000,00;0;150.000,00
2020;Emenda Individual - Transferências com Finalidade Definida;RANDOLFE RODRIGUES;8;AMAPÁ (UF);Educação;Ensino superior;5013 - EDUCACAO SUPERIOR - GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO;20GK - FOMENTO AS ACOES DE GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO;FOMENTO AS ACOES DE GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO - DESPESAS DIVERSAS;2,02029E+11;150.000,00;75.000,00;75.000,00;75.000,00;0;75.000,00
2022;Emenda Individual - Transferências com Finalidade Definida;ALENCAR SANTANA BRAGA;11;JACAREÍ - SP;Educação;Ensino profissional;5012 - EDUCACAO PROFISSIONAL E TECNOLOGICA;20RL - FUNCIONAMENTO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA;FUNCIONAMENTO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA;2,02239E+11;150.000,00;0;0;150.000,00;0;150.000,00
2021;Emenda Individual - Transferências com Finalidade Definida;PEDRO UCZAI;12;SANTA CATARINA (UF);Educação;Ensino superior;5013 - EDUCACAO SUPERIOR - GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO;20GK - FOMENTO AS ACOES DE GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO;FOMENTO AS ACOES DE GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO - DESPESAS DIVERSAS;2,02129E+11;150.000,00;150.000,00;150.000,00;0;0;0
2023;Emenda Individual - Transferências com Finalidade Definida;LUIZIANNE LINS;10;CEARÁ (UF);Educação;Ensino profissional;5012 - EDUCACAO PROFISSIONAL E TECNOLOGICA;20RL - FUNCIONAMENTO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA;FUNCIONAMENTO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA - DESPESAS DIVERSAS;2,02337E+11;150.000,00;0;0;7,27;0;149.992,73
2020;Emenda Individual - Transferências com Finalidade Definida;PADRE JOAO;7;MINAS GERAIS (UF);Educação;Ensino superior;5013 - EDUCACAO SUPERIOR - GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO;20GK - FOMENTO AS ACOES DE GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO;FOMENTO AS ACOES DE GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO - DESPESAS DIVERSAS;2,02028E+11;150.000,00;29.453,60;29.453,60;120.546,40;5.146,40;115.400,00
2022;Emenda Individual - Transferências com Finalidade Definida;ALENCAR SANTANA BRAGA;13;SÃO PAULO (UF);Educação;Ensino profissional;5012 - EDUCACAO PROFISSIONAL E TECNOLOGICA;20RL - FUNCIONAMENTO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA;FUNCIONAMENTO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA;2,02239E+11;150.000,00;11.151,40;0;150.000,00;0;150.000,00
2022;Emenda Individual - Transferências com Finalidade Definida;PAULA BELMONTE;8;DISTRITO FEDERAL (UF);Educação;Ensino profissional;5012 - EDUCACAO PROFISSIONAL E TECNOLOGICA;20RG - REESTRUTURACAO E MODERNIZACAO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA;REESTRUTURACAO E MODERNIZACAO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA;2,02241E+11;150.000,00;150.000,00;150.000,00;0;0;0
2020;Emenda Individual - Transferências com Finalidade Definida;LEANDRE;6;CORONEL DOMINGOS SOARES - PR;Educação;Educação básica;5011 - EDUCACAO BASICA DE QUALIDADE;20RP - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA;APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA - DESPESAS DIVERSAS;2,02037E+11;150.000,00;0;0;300.000,00;0;0
2022;Emenda Individual - Transferências com Finalidade Definida;RANDOLFE RODRIGUES;2;AMAPÁ (UF);Educação;Ensino superior;5013 - EDUCACAO SUPERIOR - GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO;20GK - FOMENTO AS ACOES DE GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO;FOMENTO AS ACOES DE GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO - DESPESAS DIVERSAS;2,02229E+11;150.000,00;0;0;150.000,00;0,4;149.999,60
2022;Emenda Individual - Transferências com Finalidade Definida;BIA CAVASSA;19;MATO GROSSO DO SUL (UF);Educação;Ensino superior;5013 - EDUCACAO SUPERIOR - GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO;20GK - FOMENTO AS ACOES DE GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO;FOMENTO AS ACOES DE GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO - DESPESAS DIVERSAS;2,02241E+11;150.000,00;150.000,00;150.000,00;0;0;0
2020;Emenda Individual - Transferências com Finalidade Definida;PAULO GUEDES;8;DIAMANTINA - MG;Educação;Ensino profissional;5012 - EDUCACAO PROFISSIONAL E TECNOLOGICA;20RG - REESTRUTURACAO E MODERNIZACAO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA;REESTRUTURACAO E MODERNIZACAO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA;2,02042E+11;150.000,00;0;0;150.000,00;0;150.000,00
2022;Emenda Individual - Transferências com Finalidade Definida;JULIO DELGADO;11;JUIZ DE FORA - MG;Educação;Ensino superior;5013 - EDUCACAO SUPERIOR - GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO;20GK - FOMENTO AS ACOES DE GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO;FOMENTO AS ACOES DE GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO - DESPESAS DIVERSAS;2,02237E+11;150.000,00;0;0;155.040,00;34.825,82;110.134,18
2023;Emenda Individual - Transferências com Finalidade Definida;GLEISI HOFFMANN;12;Nacional;Educação;Ensino superior;5013 - EDUCACAO SUPERIOR - GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO;20GK - FOMENTO AS ACOES DE GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO;FOMENTO AS ACOES DE GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO - DESPESAS DIVERSAS;2,0234E+11;150.000,00;150.000,00;0;0;0;150.000,00
2020;Emenda Individual - Transferências com Finalidade Definida;ALIEL MACHADO;6;PARANÁ (UF);Educação;Ensino profissional;5012 - EDUCACAO PROFISSIONAL E TECNOLOGICA;20RL - FUNCIONAMENTO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA;FUNCIONAMENTO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA;2,0203E+11;150.000,00;150.000,00;150.000,00;0;0;0
2020;Emenda Individual - Transferências com Finalidade Definida;HENRIQUE FONTANA;6;RIO GRANDE DO SUL (UF);Educação;Ensino superior;5013 - EDUCACAO SUPERIOR - GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO;20GK - FOMENTO AS ACOES DE GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO;FOMENTO AS ACOES DE GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO - DESPESAS DIVERSAS;2,02037E+11;150.000,00;150.000,00;0;150.000,00;0;150.000,00
2020;Emenda Individual - Transferências com Finalidade Definida;HELDER SALOMAO;8;ESPÍRITO SANTO (UF);Educação;Ensino superior;5013 - EDUCACAO SUPERIOR - GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO;20GK - FOMENTO AS ACOES DE GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO;FOMENTO AS ACOES DE GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO - DESPESAS DIVERSAS;2,02033E+11;150.000,00;0;0;150.000,00;0;150.000,00
2021;Emenda Individual - Transferências com Finalidade Definida;FLAVIA ARRUDA;9;DISTRITO FEDERAL (UF);Educação;Ensino profissional;5012 - EDUCACAO PROFISSIONAL E TECNOLOGICA;20RL - FUNCIONAMENTO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA;FUNCIONAMENTO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA - DESPESAS DIVERSAS;2,0214E+11;150.000,00;150.000,00;150.000,00;0;0;0
2021;Emenda Individual - Transferências com Finalidade Definida;PROFESSORA MARCIVANIA;13;AMAPÁ (UF);Educação;Ensino superior;5013 - EDUCACAO SUPERIOR - GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO;8282 - REESTRUTURACAO E MODERNIZACAO DAS INSTITUICOES FEDERAIS DE ENSINO SUPERIOR;REESTRUTURACAO E MODERNIZACAO DAS INSTITUICOES FEDERAIS DE ENSINO SUPERIOR;2,02127E+11;150.000,00;0;0;300.000,00;0;150.000,00
2020;Emenda Individual - Transferências com Finalidade Definida;PAULO GUEDES;3;JANAÚBA - MG;Educação;Ensino profissional;5012 - EDUCACAO PROFISSIONAL E TECNOLOGICA;20RG - REESTRUTURACAO E MODERNIZACAO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA;REESTRUTURACAO E MODERNIZACAO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA;2,02042E+11;150.000,00;0;0;150.000,00;0;150.000,00
2021;Emenda Individual - Transferências com Finalidade Definida;PAULA BELMONTE;12;DISTRITO FEDERAL (UF);Educação;Ensino superior;5013 - EDUCACAO SUPERIOR - GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO;20GK - FOMENTO AS ACOES DE GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO;FOMENTO AS ACOES DE GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO - DESPESAS DIVERSAS;2,02141E+11;150.000,00;150.000,00;112.500,00;75.000,00;0;37.500,00
2020;Emenda Individual - Transferências com Finalidade Definida;PAULO GUEDES;9;MONTES CLAROS - MG;Educação;Ensino profissional;5012 - EDUCACAO PROFISSIONAL E TECNOLOGICA;20RG - REESTRUTURACAO E MODERNIZACAO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA;REESTRUTURACAO E MODERNIZACAO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA;2,02042E+11;150.000,00;90.645,58;76.341,47;73.658,53;29.762,47;43.896,06
2024;Emenda Individual - Transferências com Finalidade Definida;ARLINDO CHINAGLIA;17;SÃO PAULO (UF);Educação;Ensino profissional;5112 - EDUCACAO PROFISSIONAL E TECNOLOGICA QUE TRANSFORMA;20RG - REESTRUTURACAO E MODERNIZACAO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA;REESTRUTURACAO E MODERNIZACAO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA - DESPESAS DIVERSAS;2,02431E+11;150.000,00;0;0;150.000,00;0;150.000,00
2020;Emenda Individual - Transferências com Finalidade Definida;POMPEO DE MATTOS;16;TORRES - RS;Educação;Educação básica;5011 - EDUCACAO BASICA DE QUALIDADE;0509 - APOIO AO DESENVOLVIMENTO DA EDUCACAO BASICA;APOIO AO DESENVOLVIMENTO DA EDUCACAO BASICA - DESPESAS DIVERSAS;2,02037E+11;150.000,00;0;0;300.000,00;0;0
2020;Emenda Individual - Transferências com Finalidade Definida;BETO ROSADO;13;RIO GRANDE DO NORTE (UF);Educação;Ensino superior;5013 - EDUCACAO SUPERIOR - GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO;0048 - APOIO A ENTIDADES DE ENSINO SUPERIOR NAO FEDERAIS;APOIO A ENTIDADES DE ENSINO SUPERIOR NAO FEDERAIS - DESPESAS DIVERSAS;2,02031E+11;150.000,00;0;0;180.286,01;0;119.713,99
2020;Emenda Individual - Transferências com Finalidade Definida;GUSTAVO FRUET;22;PARANÁ (UF);Educação;Ensino profissional;5012 - EDUCACAO PROFISSIONAL E TECNOLOGICA;21B4 - FOMENTO AO DESENVOLVIMENTO E MODERNIZACAO DOS SISTEMAS DE ENSINO DE EDUCACAO PROFISSIONAL E TECNOLOGICA;FOMENTO AO DESENVOLVIMENTO E MODERNIZACAO DOS SISTEMAS DE ENSINO DE EDUCACAO PROFISSIONAL E TECNOLOGICA - DESPESAS DIVERSAS;2,02036E+11;150.000,00;0;0;300.000,00;0;0
2020;Emenda Individual - Transferências com Finalidade Definida;BENES LEOCADIO;13;RIO GRANDE DO NORTE (UF);Educação;Ensino superior;5013 - EDUCACAO SUPERIOR - GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO;0048 - APOIO A ENTIDADES DE ENSINO SUPERIOR NAO FEDERAIS;APOIO A ENTIDADES DE ENSINO SUPERIOR NAO FEDERAIS - DESPESAS DIVERSAS;2,02039E+11;150.000,00;0;0;227.000,00;0;73.000,00
2022;Emenda Individual - Transferências com Finalidade Definida;MARIA DO ROSARIO;9;Nacional;Educação;Ensino superior;5013 - EDUCACAO SUPERIOR - GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO;20GK - FOMENTO AS ACOES DE GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO;FOMENTO AS ACOES DE GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO - DESPESAS DIVERSAS;2,0222E+11;150.000,00;150.000,00;0;150.000,00;0;150.000,00
2020;Emenda Individual - Transferências com Finalidade Definida;WALTER ALVES;10;RIO GRANDE DO NORTE (UF);Educação;Ensino superior;5013 - EDUCACAO SUPERIOR - GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO;20RK - FUNCIONAMENTO DE INSTITUICOES FEDERAIS DE ENSINO SUPERIOR;FUNCIONAMENTO DE INSTITUICOES FEDERAIS DE ENSINO SUPERIOR - DESPESAS DIVERSAS;2,02038E+11;150.000,00;150.000,00;150.000,00;0;0;0
2022;Emenda Individual - Transferências com Finalidade Definida;TULIO GADELHA;4;PERNAMBUCO (UF);Educação;Ensino superior;5013 - EDUCACAO SUPERIOR - GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO;20GK - FOMENTO AS ACOES DE GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO;FOMENTO AS ACOES DE GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO - DESPESAS DIVERSAS;2,02242E+11;150.000,00;0;0;150.000,00;0;150.000,00
